0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,105,105,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,105,105,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0
103,105,105,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,213,0,0,500,0,0,0,0,500,0,0,0,0,0,101,101,101,0,0,0,0
106,103,105,105,208,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,101,101,101,101,101,101,101,101,101,101,101,101,0,0,100,100,100,0,0,0,0
102,102,102,102,102,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,0,0,200,105
0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,0,0,101,101
0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,208,0,500,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,101,101,101,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,105,200,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,101,101,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,201,500,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,0,0,0,0,0,0,0,0,202,0,200,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,200,105
0,0,0,0,100,203,203,203,203,203,203,203,203,101,0,0,0,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,101,101
0,0,0,0,100,203,203,203,203,203,203,203,203,100,101,208,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,203,203,203,203,203,203,203,203,100,100,101,500,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,203,203,203,203,203,203,203,203,100,100,100,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,205,100,100,100,202,200,0,0
0,0,0,0,100,203,203,203,203,203,203,203,203,100,100,100,100,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,102,102,102,102,102,102,101,101,100,100,100,101,101,0,0
0,0,0,0,100,203,203,203,203,203,203,203,203,100,100,100,100,100,101,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0
0,0,0,0,100,203,203,203,203,203,203,203,203,100,100,100,100,100,100,101,101,101,101,101,0,0,0,0,0,0,0,101,101,101,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,203,203,203,203,203,203,203,203,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,203,203,203,203,203,203,203,203,100,100,100,100,100,100,100,100,100,100,100,205,211,0,200,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,203,203,203,203,203,203,203,203,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101,101,101,101,104,104,104,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,207
0,0,0,0,100,204,204,204,204,204,204,204,204,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,0,101,101,101
0,0,0,0,100,204,204,204,204,204,204,204,204,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,204,204,204,204,204,204,204,204,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,203,203,203,203,203,203,203,101,100,200,200,200,200,200,201,0,0,100,100,100,0,202,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,100,203,203,203,203,203,203,203,100,100,204,204,204,204,204,100,0,0,100,100,100,0,0,0,101
0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,101,100,100,203,203,203,203,203,203,203,100,100,204,204,204,204,204,100,0,0,100,100,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,101,100,100,100,203,203,203,203,203,203,203,100,100,204,204,204,204,204,100,0,0,100,100,100,0,0,0,0
0,0,0,0,213,500,0,0,0,0,207,0,0,500,0,0,0,0,0,0,201,101,100,100,100,100,203,203,203,203,203,203,203,100,100,204,204,204,204,204,100,0,0,100,100,100,0,101,0,0
0,0,0,0,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,100,100,100,100,100,203,203,203,203,203,203,203,100,100,204,204,204,204,204,100,0,0,0,0,0,0,0,0,0
0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,203,203,203,203,203,203,203,100,100,204,204,204,204,204,100,0,0,0,0,0,0,0,0,0
